Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR25384379,2023-07-22 10:24:59,2023-07-21 14:29:59,325416,154898016,325416,476,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384379/SRR25384379.lite.1,SRX21122619,Lucas0697,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388698,SAMN35790064,simple,410658,soil metagenome,LUCAS_697,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,925751B455BED554375052B6F3050662,F677810D9591ED6A2FB4E2A79AEC3CFF
SRR25384378,2023-07-22 10:24:59,2023-07-21 14:29:57,287622,136908072,287622,476,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384378/SRR25384378.lite.1,SRX21122620,Lucas0698,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388699,SAMN35790065,simple,410658,soil metagenome,LUCAS_698,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,EF9FF105B77B6250D97D2C964B6CF12B,AD256773EEC6C7B140049619CB1982A4
SRR25384377,2023-07-22 10:24:59,2023-07-21 14:29:51,502088,238993888,502088,476,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384377/SRR25384377.lite.1,SRX21122621,Lucas0699,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388700,SAMN35790066,simple,410658,soil metagenome,LUCAS_699,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,2A20DB0B817DD29118E1239FA35552ED,EE5BFEBAA2F0D1FF48222453DACA7F0F
SRR25384376,2023-07-22 10:24:59,2023-07-21 14:29:51,324935,154669060,324935,476,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384376/SRR25384376.lite.1,SRX21122622,Lucas0700,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388701,SAMN35790067,simple,410658,soil metagenome,LUCAS_700,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,FB9B478F7E4016C9A3FA329AEFA68D9A,EBE3C85865B28E053CFEB80D1930B5DF
SRR25384375,2023-07-22 10:24:59,2023-07-21 14:29:43,468052,222792752,468052,476,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384375/SRR25384375.lite.1,SRX21122623,Lucas0008,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388702,SAMN35789375,simple,410658,soil metagenome,LUCAS_8,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0B42C8F8A88C0CA6D2AC0A2DBE20FD52,491B706EF1BFBA242A2A46E0D15078F1
SRR25384374,2023-07-22 10:24:59,2023-07-21 14:29:54,524402,249615352,524402,476,94,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384374/SRR25384374.lite.1,SRX21122624,Lucas0071,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388703,SAMN35789438,simple,410658,soil metagenome,LUCAS_71,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,224535D96CF13671E253D421674C8E94,F56223FFAE30999A19645804152A4482
SRR25384373,2023-07-22 10:24:59,2023-07-21 14:29:45,264445,125875820,264445,476,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384373/SRR25384373.lite.1,SRX21122625,Lucas0701,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388704,SAMN35790068,simple,410658,soil metagenome,LUCAS_701,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,3BB4CBDBDAC91852CE35A461657F1926,3BBD305A6FB25D677FEB77AFDA3FFE72
SRR25384372,2023-07-22 10:24:59,2023-07-21 14:29:59,350336,166759936,350336,476,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384372/SRR25384372.lite.1,SRX21122626,Lucas0702,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388705,SAMN35790069,simple,410658,soil metagenome,LUCAS_702,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6BB879C9E8244C86C3664BF01B6DC1D9,CB54DD7E6277E6705CDD523272B99659
SRR25384371,2023-07-22 10:24:59,2023-07-21 14:29:47,143973,68531148,143973,476,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384371/SRR25384371.lite.1,SRX21122627,Lucas0703,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388706,SAMN35790070,simple,410658,soil metagenome,LUCAS_703,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,58B2063352091F994FB701FEC96200D0,773619CF588D24F953C31918AFFC9292
SRR25384370,2023-07-22 10:24:59,2023-07-21 14:29:42,354515,168749140,354515,476,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384370/SRR25384370.lite.1,SRX21122628,Lucas0704,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388707,SAMN35790071,simple,410658,soil metagenome,LUCAS_704,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,197C33769521BA4FE0D7213812080584,76C7ACFF0095780CB384F05BFC53B40E
SRR25384369,2023-07-22 10:24:59,2023-07-21 14:30:12,325237,154812812,325237,476,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384369/SRR25384369.lite.1,SRX21122629,Lucas0705,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388708,SAMN35790072,simple,410658,soil metagenome,LUCAS_705,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,54EF81DFF004576F8B141285F89E4C9F,123249BE79BAA2FD0BFE6504D2BC3545
SRR25384368,2023-07-22 10:24:59,2023-07-21 14:30:22,440816,209828416,440816,476,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384368/SRR25384368.lite.1,SRX21122630,Lucas0706,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388709,SAMN35790073,simple,410658,soil metagenome,LUCAS_706,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,219812FF95BDBD927CBBD1570E160F17,19D1A161880E81318F17D56410872B12
SRR25384366,2023-07-22 10:24:59,2023-07-21 14:29:55,425166,202379016,425166,476,66,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384366/SRR25384366.lite.1,SRX21122632,Lucas0737,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388710,SAMN35790104,simple,410658,soil metagenome,LUCAS_737,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,585402169C062969E41B070A01C33CAC,29955A7CE66F111853BCC0B4A3836C62
SRR25384367,2023-07-22 10:24:59,2023-07-21 14:29:58,256544,122114944,256544,476,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384367/SRR25384367.lite.1,SRX21122631,Lucas0707,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388711,SAMN35790074,simple,410658,soil metagenome,LUCAS_707,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,A58DA98A7D861CDA876ED354599AE77B,078A241E9D4C15244889AE175B72BB8B
SRR25384365,2023-07-22 10:24:59,2023-07-21 14:30:02,538717,256429292,538717,476,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384365/SRR25384365.lite.1,SRX21122633,Lucas0738,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388712,SAMN35790105,simple,410658,soil metagenome,LUCAS_738,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,3D9D499683CF76F78818A01876C6F3A8,DE24D91C9F693FCFBC39DF29F9779CA8
SRR25384364,2023-07-22 10:24:59,2023-07-21 14:29:58,333687,158835012,333687,476,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384364/SRR25384364.lite.1,SRX21122634,Lucas0739,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388713,SAMN35790106,simple,410658,soil metagenome,LUCAS_739,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,A55FC5BAEF80D40AB4953E648FC3794E,831BC7E6A76CA1F5057C8BB6FF0C33DB
SRR25384363,2023-07-22 10:24:59,2023-07-21 14:29:46,640566,304909416,640566,476,100,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384363/SRR25384363.lite.1,SRX21122635,Lucas0740,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388714,SAMN35790107,simple,410658,soil metagenome,LUCAS_740,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,96E7B2A9679CB55A36EDA604F67B6E12,377EF32763A32CE36F8253A6A4F36BAA
SRR25384362,2023-07-22 10:24:31,2023-07-21 14:29:55,342252,162911952,342252,476,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384362/SRR25384362.lite.1,SRX21122636,Lucas0075,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388715,SAMN35789442,simple,410658,soil metagenome,LUCAS_75,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,AF6F8E884AE4BEBA7ED2E1B142762E45,801EA36508052D0141BE37CCBFEE1347
SRR25384361,2023-07-22 10:24:31,2023-07-21 14:29:52,246920,117533920,246920,476,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384361/SRR25384361.lite.1,SRX21122637,Lucas0741,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388716,SAMN35790108,simple,410658,soil metagenome,LUCAS_741,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,C31FD9AAF3C6595BA9D1749556C046AA,9DC65BB5741A21940677342938169652
SRR25384360,2023-07-22 10:24:31,2023-07-21 14:30:00,316842,150816792,316842,476,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384360/SRR25384360.lite.1,SRX21122638,Lucas0742,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388717,SAMN35790109,simple,410658,soil metagenome,LUCAS_742,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6FF1A7E0DBD374B8F2336E615A67F2BE,0D6C98F2AD0AADA95D80260F6BAF2772
SRR25384359,2023-07-22 10:24:31,2023-07-21 14:30:02,411901,196064876,411901,476,65,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384359/SRR25384359.lite.1,SRX21122639,Lucas0743,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388718,SAMN35790110,simple,410658,soil metagenome,LUCAS_743,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,D76F6F247FEF5C01B313BB4A5C758AF5,49EE912837BFE3FDB12AD6855D876ECF
SRR25384358,2023-07-22 10:24:31,2023-07-21 14:29:50,163232,77698432,163232,476,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384358/SRR25384358.lite.1,SRX21122640,Lucas0744,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388719,SAMN35790111,simple,410658,soil metagenome,LUCAS_744,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,EC8E6CD1687EFB3A4628F6A45641AAF2,4351CC1AC3D3F171734C8FA51D76CED8
SRR25384357,2023-07-22 10:24:31,2023-07-21 14:29:29,295068,140452368,295068,476,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384357/SRR25384357.lite.1,SRX21122641,Lucas0745,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388720,SAMN35790112,simple,410658,soil metagenome,LUCAS_745,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E1A87DC608C28E1D2D634B114D229C7B,15F7E769CEF5237106DF1DA9959596EC
SRR25384356,2023-07-22 10:24:31,2023-07-21 14:29:56,579767,275969092,579767,476,92,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384356/SRR25384356.lite.1,SRX21122642,Lucas0746,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388721,SAMN35790113,simple,410658,soil metagenome,LUCAS_746,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,4E32E5D1336E661F6B2AE36D5116F0A0,A1C7F2197009EE25EE8FC4E8B27F5BE8
SRR25384355,2023-07-22 10:24:31,2023-07-21 14:30:01,435187,207149012,435187,476,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384355/SRR25384355.lite.1,SRX21122643,Lucas0747,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388722,SAMN35790114,simple,410658,soil metagenome,LUCAS_747,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,66DC53BB2835FECBC4CD69C88ABC2DB0,C17D26066730088E86A0B7DF0AAE9F35
SRR25384354,2023-07-22 10:24:31,2023-07-21 14:29:19,222238,105785288,222238,476,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384354/SRR25384354.lite.1,SRX21122644,Lucas0748,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388723,SAMN35790115,simple,410658,soil metagenome,LUCAS_748,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,25C06DCD4451158E746D25A1659EAC0A,FE250C2C79C49A012C4CEA3AE0250E65
SRR25384352,2023-07-22 10:24:31,2023-07-21 14:29:49,163983,78055908,163983,476,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384352/SRR25384352.lite.1,SRX21122646,Lucas0750,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388724,SAMN35790117,simple,410658,soil metagenome,LUCAS_750,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E3CF145BA27526768A6BC632AAD20DD6,35D82E47294807352279E2870CCE5068
SRR25384353,2023-07-22 10:24:31,2023-07-21 14:29:58,527031,250866756,527031,476,82,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384353/SRR25384353.lite.1,SRX21122645,Lucas0749,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388725,SAMN35790116,simple,410658,soil metagenome,LUCAS_749,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,A6601332A0D1DF806A28C754591B232A,4BAAD858C9447BCFE89633721115FA3B
SRR25384351,2023-07-22 10:24:31,2023-07-21 14:30:04,544958,259400008,544958,476,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384351/SRR25384351.lite.1,SRX21122647,Lucas0076,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388726,SAMN35789443,simple,410658,soil metagenome,LUCAS_76,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,B630091840F3F608FAF2C3467E4C5192,D98AD65E32DF034ADD7812CA7D60E599
SRR25384350,2023-07-22 10:24:31,2023-07-21 14:30:03,434633,206885308,434633,476,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384350/SRR25384350.lite.1,SRX21122648,Lucas0751,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388727,SAMN35790118,simple,410658,soil metagenome,LUCAS_751,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,642DDA2CF64518D1287F4E72DEDBEEB3,D1530CD91F86C8F287C40466847DAF28
SRR25384348,2023-07-22 10:24:31,2023-07-21 14:29:45,120293,57259468,120293,476,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384348/SRR25384348.lite.1,SRX21122650,Lucas0753,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388728,SAMN35790120,simple,410658,soil metagenome,LUCAS_753,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,8091B1F8FA9130C29ADE1C02436EEADF,740CF535CF37F0CBDC9E9F111A5B3CA3
SRR25384349,2023-07-22 10:24:31,2023-07-21 14:29:47,149278,71056328,149278,476,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384349/SRR25384349.lite.1,SRX21122649,Lucas0752,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388729,SAMN35790119,simple,410658,soil metagenome,LUCAS_752,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,8FE79DD5DB34CDD07944871166838B41,982D3EE928502C45A712694D7FDDCFE5
SRR25384347,2023-07-22 10:24:31,2023-07-21 14:29:48,119076,56680176,119076,476,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384347/SRR25384347.lite.1,SRX21122651,Lucas0754,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388730,SAMN35790121,simple,410658,soil metagenome,LUCAS_754,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,9EC8E15383485E757F36EC67E6BEC8EC,984ED658D2A09E69FCBC348B9444CD6D
SRR25384346,2023-07-22 10:24:31,2023-07-21 14:29:57,223951,106600676,223951,476,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384346/SRR25384346.lite.1,SRX21122652,Lucas0755,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388731,SAMN35790122,simple,410658,soil metagenome,LUCAS_755,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,110B194DB277543D00E7EE25104B1627,3064E3F6CE8C99A881C5F54EEA5C9EBE
SRR25384345,2023-07-22 10:24:32,2023-07-21 14:29:51,149583,71201508,149583,476,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384345/SRR25384345.lite.1,SRX21122653,Lucas0756,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388732,SAMN35790123,simple,410658,soil metagenome,LUCAS_756,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,7813833A68C846C8D5708B70A6FC88C7,DFB1D50EC62B2365DE5EE40115B59342
SRR25384344,2023-07-22 10:24:32,2023-07-21 14:29:52,405081,192818556,405081,476,63,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384344/SRR25384344.lite.1,SRX21122654,Lucas0757,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388733,SAMN35790124,simple,410658,soil metagenome,LUCAS_757,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,5E0C8A891526B038655BEF98DDE95B3B,E63BB2213B16CA224FA175E61EA2BADD
SRR25384343,2023-07-22 10:24:32,2023-07-21 14:29:49,373506,177788856,373506,476,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384343/SRR25384343.lite.1,SRX21122655,Lucas0758,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388734,SAMN35790125,simple,410658,soil metagenome,LUCAS_758,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,F4EB1F27385D7F23602D9CEC1339F020,A7E239354444D3F19B0E9FF23DC9FECA
SRR25384342,2023-07-22 10:24:32,2023-07-21 14:29:54,524288,249561088,524288,476,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384342/SRR25384342.lite.1,SRX21122656,Lucas0759,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388735,SAMN35790126,simple,410658,soil metagenome,LUCAS_759,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E45FB7BC89FF68716D160B4156EB679C,CA0E454AEE173D0228AF120AAE108A6A
SRR25384341,2023-07-22 10:24:59,2023-07-21 14:29:40,169912,80878112,169912,476,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384341/SRR25384341.lite.1,SRX21122657,Lucas0760,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388736,SAMN35790127,simple,410658,soil metagenome,LUCAS_760,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,D7D90247383CAFAD570D87504E3C717B,119841C186E0DA6EDDC79D7B7E1EA598
SRR25384340,2023-07-22 10:24:31,2023-07-21 14:29:33,152203,72448628,152203,476,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384340/SRR25384340.lite.1,SRX21122658,Lucas0077,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388737,SAMN35789444,simple,410658,soil metagenome,LUCAS_77,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,7F2F2565FE874C48B336B7F07F33286D,D7CBFEC4537F92563463C019EB93B149
SRR25384339,2023-07-22 10:24:31,2023-07-21 14:29:33,120636,57422736,120636,476,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384339/SRR25384339.lite.1,SRX21122659,Lucas0761,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388738,SAMN35790128,simple,410658,soil metagenome,LUCAS_761,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0EED69F63D64CD6874C28EB518D8612C,E337B0D01748349CD1E419369D475BC3
SRR25384338,2023-07-22 10:24:32,2023-07-21 14:29:32,82325,39186700,82325,476,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384338/SRR25384338.lite.1,SRX21122660,Lucas0762,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388739,SAMN35790129,simple,410658,soil metagenome,LUCAS_762,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,F1E156411E51637098014BC104D462A1,63D44129FD61DCB306830E518ED0569D
SRR25384337,2023-07-22 10:24:59,2023-07-21 14:29:45,394699,187876724,394699,476,61,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384337/SRR25384337.lite.1,SRX21122661,Lucas0763,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18388740,SAMN35790130,simple,410658,soil metagenome,LUCAS_763,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,06703A80B5E0E6ABB37350775C09ED5E,FE7C07F297149FF1C6915C746BF9518D
